Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
18454_43754_stps.swc,181,1809.56,7,16,38,23,19.894,10.77,12.932,5.1678,148.612,2103.89,3300.33,13.0978,20.19,5,0.89915,3.73684,0.888521,60.8846,71.2433,1.31034
18454_43781_stps.swc,170,2123.72,5,16,35,20,14.17,14.061,12.801,4.87366,141.357,2056.76,3145.41,12.8504,14.8641,5,0.914829,3.82857,0.829594,52.0731,64.5751,1.34933
18454_43782_stps.swc,188,1256.64,4,16,35,20,22.893,13.395,14.242,3.96131,158.372,1702.37,2214.6,22.3816,25.5376,9,0.912027,4.34286,0.848423,55.9402,57.8618,1.34176
18454_43793_stps.swc,174,804.248,3,26,53,28,17.77,11.341,10.666,5.1122,131.173,1840.15,2817.32,12.2581,14.9085,11,0.880186,2.26415,0.868092,56.3086,80.17,1.39232
18454_43807_stps.swc,189,2123.72,5,16,36,21,19.081,13.792,13.198,4.14651,159.329,1871.78,2512.23,13.8014,20.4728,5,0.888155,4.22222,0.811951,62.9794,65.2655,1.30444
18454_43970_stps.swc,162,2827.43,4,19,40,22,10.184,14.235,12.191,4.13681,133.185,1207.76,1496.18,8.61343,9.14098,6,0.963373,3.025,0.655805,52.8969,51.1142,1.26651
18454_43986_stps.swc,182,1520.53,5,20,44,25,13.141,13.371,11.434,3.69629,150.195,1326.3,1414.69,8.9931,9.30223,5,0.968264,3.11364,0.808388,54.8359,46.9207,nan
18454_43992_stps.swc,198,3631.68,5,24,51,28,14.298,13.211,11.446,4.26664,160.885,1706.71,2394,10.358,15.6813,6,0.966841,2.86275,0.668657,60.2792,51.0958,1.39666
18454_44036_stps.swc,193,2827.43,7,23,51,29,10.661,9.877,11.229,7.04773,154.746,2663.27,4780.77,6.45049,9.45583,5,0.941804,2.76471,0.808178,52.0872,56.4238,1.4689
18454_44037_stps.swc,144,4071.5,6,14,32,19,9.13901,11.484,10.818,4.82548,118.442,1404.32,2057.24,6.90694,8.38054,4,0.939775,3.46875,0.595618,57.8733,70.4232,1.32193
18454_44038_stps.swc,164,2827.43,7,20,45,26,10.131,11.002,11.426,4.75844,134.134,1688.14,2546.58,7.85231,9.72245,5,0.952947,2.62222,0.678603,55.4371,62.1996,nan
18454_44040_stps.swc,134,5026.55,4,12,29,18,10.798,11.277,11.579,6.94688,113.095,2092.36,4218.64,7.79493,15.8378,5,0.915348,3.58621,0.695059,50.1948,45.6568,nan
18454_44047_stps.swc,142,2827.43,7,14,34,21,11.39,13.364,8.313,3.85309,117.553,1171.32,1527.58,10.3173,11.8359,4,0.916399,3.14706,0.697885,53.0631,53.0403,1.38466
18454_44144_stps.swc,154,1017.88,5,18,40,23,9.04898,12.417,12.2784,6.33465,125.103,2286.69,4261.57,9.18282,13.0909,6,0.903171,2.825,0.876573,54.2005,66.0313,nan
18454_44302_stps.swc,148,2827.43,8,16,38,23,10.685,10.316,8.759,5.01594,121.84,1668.77,2609.01,7.97443,8.74321,5,0.948021,2.86842,0.667,55.6524,52.2408,nan
18454_44579_stps.swc,141,2463.01,5,16,36,21,11.121,8.8,8.78699,5.46442,114.11,1435.04,2229.76,8.05232,10.1856,5,0.921354,2.88889,0.677903,42.4508,54.7267,nan
slice12_4to51_ch2_neuron1.tif_01_141.v3dpbd_x2357_y3684_z55_app2.swc,13621,31415.9,5,134,274,141,402.12,601.982,36,5.39132,13395.2,224014,837200,419.212,819.903,33,0.823142,48.708,1.07331,70.5072,76.6557,1.39435
slice12_4to51_ch2_neuron2.tif_01_141.v3dpbd_x2357_y3684_z55_app2.swc,13621,31415.9,5,134,274,141,402.12,601.982,36,5.39132,13395.2,224014,837200,419.212,819.903,33,0.823142,48.708,1.07331,70.5072,76.6557,1.39435
yun_dendrites_apical.tif_10_117.v3dpbd_ENT_updated.swc,621,804.248,8,6,18,13,116.841,120.228,67.7346,4.64688,608.487,8703.54,21282.1,115.188,121.955,3,0.932793,33.4444,1.01632,73.158,65.2616,1.04288
