Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
07897_P041_T01_(4)_S006_-_TL.R_R0919_WYT_20230731_WYT.eswc,3995,12.5664,12,31,72,42,364.361,371.276,173,65.1546,3936.36,807126,1.11987e+08,218.234,244.18,6,0.951688,54.4722,3.42233,71.9456,62.8845,1.07412
08750_P054_T01_-_S008_1dAFTsur_FP.R_R0919_RJ_20230921_YW.eswc,5797,12.5664,7,55,115,61,349.22,386.87,213.184,648.89,5713.27,1.16544e+07,7.68488e+09,244.883,270.481,10,0.95877,49.4,33.8924,65.627,56.811,1.08038
08872_P053_T01_(1)_S027_-_TL.R_R0919_OMZ_20230915_YW.v3draw.eswc,9449,12.5664,12,51,112,62,392.413,412.101,252,1001.78,9347.7,2.94106e+07,1.91721e+10,290.111,338.787,7,0.951829,83.3571,18.5662,70.8026,55.7879,1.10277
08983_P050_T01_-_S015_-_FL.R_R0613_WYT_20230821_OMZ.eswc,4123,12.5664,9,50,107,58,286.271,305.887,106,469.105,4038.46,5.95594e+06,1.69005e+09,224.931,253.02,10,0.936822,37.5234,21.4582,73.2931,58.5509,1.12015
09212_P053_T01_(1)_S034_-_TL.R_R0613_OMZ_20230915_YW.eswc,2436,12.5664,8,34,74,41,261.749,307.639,122,1231.48,2382.93,9.26215e+06,6.04547e+09,266.556,276.378,9,0.964014,31.9054,31.5951,72.6154,64.8577,1.10396
09224_P053_T01_(1)_S034_-_TL.R_R0919_OMZ_20230915_YW.eswc,4449,12.5664,7,37,79,43,334.436,402.522,188,429.115,4387.75,5.92223e+06,2.01702e+09,246.469,309.519,12,0.956691,55.3038,7.85183,70.1906,56.184,1.07186
09400_P051_T01_-_S028_-_TL.R_R0613_RJ_20230814_YW.eswc,3120,12.5664,8,41,88,48,249.491,308.308,145,2.08632,3055.82,20049,11575.1,206.469,242.409,10,0.966036,34.4432,1.00836,77.3106,63.7816,1.09631
09494_P053_T01_(1)_S002_-_TL.R_R0460_OMZ_20230915_OMZ.eswc,1434,12.5664,4,18,38,21,179.056,214.972,90.666,1504.41,1398.5,6.62197e+06,4.34416e+09,164.445,183.948,6,0.944156,36.7105,14.7597,77.3177,65.5715,1.10332
09550_P053_T01_(1)_S018_-_TL.R_R0919_OMZ_20230915_YW.v3draw.eswc,5913,12.5664,10,56,120,65,431.011,466.852,123,543.672,5821.4,9.95861e+06,5.52839e+09,361.327,375.062,11,0.93316,48.2667,18.6011,78.3772,67.4685,1.20276
09912_P057_T01_(1)_S006_-_TL.L_R0613_OMZ_20231019_RJ.v3draw.eswc,5936,12.5664,7,45,95,51,491.626,484.883,139.041,106.403,5848.41,1.95632e+06,7.15905e+08,307.235,347.747,12,0.93897,61.4737,6.25917,77.3118,63.6138,1.09195
09988_P048_T01_(3)_S010_-_TL.R_R0919_WYT_20230818_WYT.eswc,6069,12.5664,10,55,118,64,468.69,378.628,211,424.927,5979.84,7.99305e+06,2.38169e+09,267.688,308.604,12,0.961113,50.4237,6.00573,67.8978,55.8276,1.13533
10218_P041_T01_(2)_S011_-_TL.R_R0919_OMZ_20230727_WYT.v3draw.eswc,3606,12.5664,9,44,95,52,439.282,442.297,148,978.596,3537.67,1.09373e+07,5.9821e+09,352.921,404.415,16,0.961542,36.9474,14.8952,74.7933,67.6757,1.13687
10237_P057_T01_(1)_S011_-_TL.L_R0919_OMZ_20231019_WYT.v3draw.eswc,2671,12.5664,5,19,41,23,354.502,336.375,148,1550.69,2628.22,1.28571e+07,7.7419e+09,270.604,307.258,8,0.956942,64.122,7.92418,76.5389,60.6798,1.07615
10350_P057_T01_(1)_S002_-_TL.L_R0613_OMZ_20231019_RJ.v3draw.eswc,5278,12.5664,9,46,99,54,274.011,587.867,130,99.2962,5166.26,1.6179e+06,1.01503e+09,381.628,415.29,13,0.931862,52.303,1.45493,74.1508,61.2606,1.12412
10790_P040_T01_-_S005_1dAFTsur_MTG.L_R0919_OMZ_20230712_YW.swc.eswc,9736,12.5664,8,53,112,60,610.216,660.679,132.876,218.15,9603.84,6.59935e+06,4.34474e+09,433.129,480.369,14,0.93894,85.9196,3.56142,60.3751,48.4613,1.13263
12507_P061_T01_(1)_S022_-_MFG.R_R0919_OMZ_20240115_WYT.ano.eswc.attachment.eswc,4983,12.5664,9,53,113,61,314.298,336.354,239,1556.93,4895.73,2.39549e+07,1.44471e+10,202.439,257.512,12,0.941855,43.0885,35.3711,68.2022,58.832,1.10204
12514_P061_T01_(1)_S029_-_MFG.R_R0613_OMZ_20240115_WYT.ano.eswc.attachment.eswc,7338,12.5664,6,56,116,61,577.718,426.885,174,2192,7208.69,4.96812e+07,3.27062e+10,340.901,398.718,13,0.943299,62.25,29.0903,69.6617,54.259,1.1356
12555_P061_T01_(1)_S013_-_MFG.R_R0919_OMZ_20240115_YW.ano.eswc.attachment.eswc,4577,12.5664,11,47,103,57,356.403,303.668,95,821.402,4482.46,1.16114e+07,4.54716e+09,207.796,235.065,8,0.930621,43.4272,9.09572,68.1161,54.2597,1.13017
12606_P061_T01_(1)_S009_-_MFG.R_R0919_OMZ_20240115_OMZ.ano.eswc.attachment.eswc,5783,12.5664,11,57,123,67,386.899,365.762,142,2116.98,5679.94,3.78238e+07,2.47293e+10,239.319,321.487,11,0.945928,46.0081,19.526,68.2302,55.5988,1.12052
12607_P061_T01_(1)_S009_-_MFG.R_R0919_OMZ_20240115_OMZ.ano.eswc.attachment.eswc,6612,12.5664,10,68,144,77,293.095,374.033,182.934,1742.49,6486.46,3.56159e+07,2.30365e+10,250.044,276.025,12,0.944835,44.9097,40.8167,65.6615,54.1591,1.10601
12648_P061_T01_(1)_S009_-_MFG.R_R0919_OMZ_20240115_OMZ.ano.eswc.attachment.eswc,5565,12.5664,10,58,124,67,373.706,292.242,179.747,520.119,5457.87,8.94972e+06,2.58534e+09,203.219,260.228,8,0.946992,43.871,6.9255,67.2785,53.9531,1.12306
12731_P057_T01_(2)_S038_-_TL.L_R0919_OMZ_20231020_WYT.ano.eswc.attachment.eswc,5868,12.5664,12,48,106,59,380.568,465.933,120.963,597.742,5790.2,1.09052e+07,3.67415e+09,251.779,276.039,9,0.953449,54.3491,12.0211,71.0955,56.1673,1.1861
12839_P061_T01_(1)_S023_-_MFG.R_R0919_OMZ_20240115_OMZ.ano.eswc.attachment.eswc,7371,12.5664,8,61,128,68,461.338,424.578,163,1996.49,7253.89,4.55998e+07,2.95174e+10,313.403,370.011,11,0.947161,56.5781,44.365,69.6699,64.1456,1.09134
12987_P061_T01_(1)_S031_-_MFG.R_R0613_OMZ_20240115_WYT.ano.eswc.attachment.eswc,8220,12.5664,8,68,142,75,406.419,498.037,200,2203.51,8063.25,5.58451e+07,3.6684e+10,304.284,369.659,13,0.92415,56.8803,27.4266,75.2782,54.4278,1.16715
13262_P067_T01_(1)_S016_-_TL.L_R0613_OMZ_20240312_WYT.ano.eswc.attachment.eswc,4836,12.5664,11,35,79,45,556.473,484.27,117,975.268,4732.59,1.45533e+07,6.18873e+09,346.244,431.835,11,0.933398,60.2025,4.04286,73.0394,65.2862,1.14229
13417_P061_T01_(1)_S026_-_MFG.R_R0919_OMZ_20240115_OMZ.ano.eswc.attachment.eswc,4676,12.5664,8,54,114,61,359.754,305.633,119.897,1399.42,4593.99,2.02614e+07,1.25919e+10,260.229,276.753,12,0.952877,40.0088,32.1554,66.6414,55.3148,1.18849
13622_P065_T01_(1)_S008_-_PL.L_OL.L_R0919_OMZ_20240229_YW.ano.eswc.attachment.eswc,8078,12.5664,12,56,122,67,356.572,340.03,221,2108.05,7964.02,5.27368e+07,3.42556e+10,257.978,314.481,7,0.939018,65.2049,25.6739,66.258,53.2235,1.18562
